id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
493,Giovani Lo Celso,49,MID,Spurs,0,0,287,0,Lo Celso,0,0,u,0.0,0,,Transferred to Real Betis,636,0.00,1,0,10278,0,0,0,0.00,175,556,0.0,0.0,0.00,0,282,630,0.0,2024-08-31T06:14:45.936781Z,0.0,0,262,,227,-1,634,0.0,,622,285,0.0,0,0,635,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,286,0.0,0,0.0,0.0,267,0,0.0,2052,28,287,601
494,James Maddison,76,MID,Spurs,3,677,9,39258,Maddison,4,234,a,88.1,0,2.0,,17,8.61,-1,51,561583,0,9,0,3.65,11,61,0.8,1.33,6.01,6,13,8,1.14,,332.6,1,6,1.0,18,1,15,1.2,241.0,24,5,0.0,2,10,6,0,4.0,0.31,,2,0.27,0,0.5,2.0,0,,2.36,0.49,7.0,False,260.0,4.5,5,6.7,0,4.5,5.1,17,6,288.6,758388,19799,7,20
495,Pedro Porro,55,DEF,Spurs,1,897,30,36585,Pedro Porro,0,145,a,60.6,0,,,113,11.31,0,31,1945802,0,10,0,1.26,12,8,0.2,1.1,1.98,1,8,15,1.13,2024-08-19T23:00:06.196679Z,276.6,1,52,2.0,3,0,45,1.0,200.0,96,15,0.0,2,11,35,0,1.7,0.07,100.0,2,0.2,0,0.3,1.0,0,100.0,0.72,0.13,27.9,False,102.0,2.2,3,5.6,0,2.2,3.1,120,1,226.0,1377598,45271,3,196
496,Sergio Reguilón,42,DEF,Spurs,0,0,192,142,Reguilón,0,0,a,0.0,-1,,,522,0.00,3,0,23017,0,0,1,0.00,154,382,0.0,0.0,0.00,0,181,501,0.0,,0.0,0,172,,136,-3,515,0.0,200.0,467,194,0.0,0,0,518,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.5,194,0.0,0,0.5,0.0,573,0,0.0,6981,317,193,441
497,Richarlison de Andrade,68,FWD,Spurs,0,87,34,515,Richarlison,1,22,d,6.2,0,2.0,Hamstring injury - 75% chance of playing,302,0.59,2,7,127300,0,0,0,0.49,15,279,0.71,0.0,0.68,0,40,279,0.61,2024-11-04T00:00:08.087677Z,23.7,0,31,,45,-2,343,0.0,30.0,278,34,0.0,0,0,339,0,1.7,0.2,100.0,1,0.0,0,0.3,,0,75.0,0.19,0.51,0.4,False,17.0,2.2,37,1.0,0,1.7,1.4,33,4,22.2,46207,790,34,226
498,Cristian Romero,51,DEF,Spurs,1,870,24,2573,Romero,0,174,d,45.4,0,,Foot injury - 75% chance of playing,91,10.90,-1,33,641953,0,10,0,0.65,21,49,0.17,1.14,1.63,2,7,146,1.13,2024-11-01T16:00:08.051564Z,83.0,1,51,,19,1,38,1.03,10.0,71,11,0.0,2,11,63,0,1.7,0.1,75.0,1,0.21,0,0.3,,0,75.0,0.98,0.07,9.2,False,135.0,1.7,11,6.5,0,1.7,3.3,185,1,234.0,918357,50903,33,195
499,Pape Matar Sarr,48,MID,Spurs,0,374,119,1420,P.M.Sarr,2,95,a,22.7,0,,,263,4.08,2,17,26029,0,3,0,0.27,216,360,0.23,0.72,0.97,0,103,157,0.98,,75.0,0,69,,128,-2,201,0.72,189.0,173,82,0.0,0,3,200,0,2.3,0.17,,1,0.0,0,0.5,,0,,0.70,0.06,0.2,False,55.0,2.8,102,3.5,0,2.8,1.7,326,2,97.0,18555,611,104,152
500,Dane Scarlett,45,FWD,Spurs,0,0,51,0,Scarlett,0,0,u,0.0,0,,Loaned to Oxford United,586,0.00,0,0,12905,0,0,0,0.00,68,465,0.0,0.0,0.00,0,49,579,0.0,2024-08-14T08:32:58.295903Z,0.0,0,43,,62,0,579,0.0,,558,49,0.0,0,0,582,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,49,0.0,0,0.0,0.0,419,0,0.0,0,159,49,528
502,Manor Solomon,54,MID,Spurs,0,0,300,0,Solomon,0,0,u,0.0,0,,Season long loan to Leeds United,658,0.00,1,0,5219,0,0,0,0.00,80,578,0.0,0.0,0.00,0,298,658,0.0,2024-08-29T11:11:30.036154Z,0.0,0,287,,243,-1,659,0.0,,655,300,0.0,0,0,659,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,300,0.0,0,0.0,0.0,135,0,0.0,480,18,300,639
503,Son Heung-min,99,MID,Spurs,3,574,5,46102,Son,3,195,a,63.9,0,1.0,,7,7.17,1,45,1406785,0,7,0,1.71,4,67,0.55,1.1,3.50,7,31,26,1.12,2024-10-25T10:30:06.315550Z,241.9,1,45,,20,-1,43,1.1,114.0,50,13,0.0,1,7,28,0,4.0,0.28,75.0,0,0.16,0,0.4,,0,100.0,1.79,0.27,6.1,False,169.0,3.4,20,4.5,0,4.5,6.4,5,4,227.8,1001628,11910,22,103
504,Djed Spence,44,DEF,Spurs,0,63,142,11,Spence,0,8,d,1.9,0,,Groin Injury - 75% chance of playing,427,0.68,1,2,6956,0,0,0,0.01,112,474,0.01,0.0,0.01,0,124,350,0.97,2024-10-19T19:30:07.661626Z,7.5,0,199,,174,-1,387,0.0,241.0,362,137,0.0,0,0,401,0,0.0,0.0,75.0,1,0.0,0,0.0,,0,75.0,0.00,0.01,0.1,False,2.0,0.4,133,0.5,0,0.4,0.7,513,0,9.6,2084,136,113,483
505,Destiny Udogie,49,DEF,Spurs,0,825,68,14976,Udogie,1,121,a,39.5,0,,,202,10.73,1,22,275169,0,10,0,0.91,31,108,0.13,1.2,1.22,0,14,66,1.17,2024-09-29T21:00:06.621002Z,147.1,0,39,,42,-1,119,1.09,106.0,113,46,0.0,1,11,87,0,3.0,0.03,100.0,2,0.11,0,0.6,,0,100.0,0.31,0.1,3.0,False,92.0,3.5,16,4.5,0,3.5,2.2,285,2,155.8,191771,5040,13,141
506,Micky van de Ven,46,DEF,Spurs,0,710,18,412,Van de Ven,2,128,i,22.1,-1,,Hamstring injury - Expected back 23 Nov,78,7.75,-1,27,912231,0,8,1,0.69,51,55,0.12,1.01,0.90,2,60,248,0.98,2024-10-31T03:00:07.863084Z,36.3,1,79,,21,1,129,1.01,152.0,220,53,0.0,2,8,207,0,0.7,0.03,0.0,4,0.25,0,0.2,,0,0.0,0.21,0.09,7.8,False,36.0,0.0,62,5.9,0,0.0,3.4,352,0,148.0,1013676,140043,73,261
507,Alejo Véliz,50,FWD,Spurs,0,0,65,0,Veliz,0,0,u,0.0,0,,Loaned to Espanyol,652,0.00,0,0,918,0,0,0,0.00,52,642,0.0,0.0,0.00,0,65,650,0.0,2024-08-10T12:19:41.352153Z,0.0,0,62,,73,0,652,0.0,,648,65,0.0,0,0,653,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,65,0.0,0,0.0,0.0,242,0,0.0,0,3,64,626
508,Guglielmo Vicario,50,GKP,Spurs,0,900,22,10968,Vicario,0,150,a,20.7,0,,,143,11.37,0,28,238233,0,10,0,0.00,8,95,0.0,1.1,0.00,0,67,638,1.14,,0.0,1,18,,15,0,60,1.0,106.0,634,16,2.3,2,11,221,23,2.3,0.0,,1,0.2,0,0.5,,0,,0.00,0.0,3.7,False,0.0,2.8,16,5.6,0,2.8,2.8,200,2,208.0,166174,4723,69,154
509,Timo Werner,62,MID,Spurs,0,240,107,333,Werner,1,41,a,17.1,0,,,243,3.78,3,13,25511,0,2,0,0.21,43,387,0.36,1.5,0.97,0,80,223,1.42,2024-11-01T16:00:08.095425Z,45.2,0,82,,137,-3,299,0.75,80.0,124,140,0.0,1,4,242,0,0.7,0.28,75.0,0,0.38,0,0.1,,0,100.0,0.76,0.08,0.2,False,80.0,0.9,117,2.1,0,1.2,1.9,65,0,45.8,9077,708,140,170
510,Alfie Whiteman,40,GKP,Spurs,0,0,40,487,Whiteman,0,0,a,0.0,0,,,465,0.00,0,0,45147,0,0,0,0.00,51,171,0.0,0.0,0.00,0,13,442,0.0,,0.0,0,32,,25,0,457,0.0,241.0,403,40,0.0,0,0,460,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,1.5,False,0.0,0.5,40,0.0,0,0.5,0.0,598,0,0.0,44542,1668,21,375
609,Will Lankshear,45,FWD,Spurs,0,0,53,4053,Lankshear,0,0,a,0.0,0,,,612,0.00,0,0,179488,0,0,0,0.00,71,155,0.0,0.0,0.00,0,51,605,0.0,2024-09-13T15:00:07.321230Z,0.0,0,46,,30,0,605,0.0,241.0,585,51,0.0,0,0,608,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,1.7,False,0.0,0.5,51,0.0,0,0.5,0.0,455,0,0.0,288542,7744,51,559
610,Mikey Moore,45,MID,Spurs,0,82,154,777,Moore,0,12,a,1.0,0,,,320,0.94,0,5,29265,0,1,0,0.03,264,288,0.07,1.1,0.07,0,178,380,1.03,2024-09-10T11:37:22.536995Z,2.5,0,127,,94,0,432,1.1,241.0,325,213,0.0,0,1,421,0,0.7,0.04,100.0,0,0.0,0,0.2,,0,100.0,0.04,0.03,0.4,False,7.0,1.2,209,1.1,0,1.2,1.2,433,0,1.8,42209,1288,205,260
612,Wilson Odobert,53,MID,Spurs,0,160,99,4,Odobert,0,12,i,9.2,0,,Hamstring injury - Unknown return date,228,1.63,2,6,7473,0,2,0,0.08,97,574,0.28,0.56,0.50,0,118,239,0.92,2024-10-30T12:00:07.631102Z,40.5,0,286,,240,-2,384,1.12,73.0,204,185,0.0,1,1,312,0,0.0,0.24,0.0,0,0.56,0,0.0,,0,0.0,0.42,0.04,0.0,False,42.0,0.0,157,1.1,0,0.0,2.0,161,0,10.0,6169,65,143,637
388,Aaron Wan-Bissaka,44,DEF,West Ham,0,748,99,1849,Wan-Bissaka,0,64,a,31.9,0,,,307,14.52,1,12,131339,0,8,0,0.61,102,161,0.08,2.05,0.68,0,55,86,1.75,,130.5,0,68,,59,-1,127,0.96,241.0,212,52,0.0,0,17,133,0,1.0,0.01,,0,0.0,0,0.2,,0,,0.07,0.07,1.6,False,39.0,1.0,35,2.7,0,1.0,1.3,500,1,150.6,83825,3253,20,232
511,Edson Álvarez Velázquez,50,MID,West Ham,0,407,211,75,Álvarez,0,44,s,12.4,0,,Suspended until 25 Nov,425,8.81,0,6,11819,1,5,0,0.28,130,422,0.07,2.21,0.34,0,165,191,1.95,2024-11-02T18:30:08.251411Z,58.7,0,165,,154,0,285,1.11,139.0,298,130,0.0,0,10,281,0,0.3,0.01,100.0,2,0.0,0,0.1,,0,0.0,0.06,0.06,0.1,False,12.0,0.3,138,1.2,0,0.0,0.8,208,-2,54.0,9512,964,121,337
512,Michail Antonio,54,FWD,West Ham,1,602,18,5806,Antonio,4,100,a,31.0,0,,,74,11.22,1,35,226480,0,8,0,0.84,36,113,0.41,1.79,2.74,3,21,119,1.68,,104.2,1,28,,18,-1,266,1.2,107.0,61,26,0.0,2,12,142,0,1.7,0.28,,1,0.3,0,0.3,,0,,1.90,0.13,2.8,False,151.0,1.7,22,6.5,0,1.7,3.5,127,1,62.6,335821,18754,9,186
513,Alphonse Areola,44,GKP,West Ham,0,675,27,1319,Areola,0,56,a,16.0,0,,,234,11.76,1,15,515547,0,8,0,0.00,22,68,0.0,1.87,0.00,0,47,521,1.57,2024-09-01T00:30:06.144103Z,0.0,0,72,,13,-1,110,1.07,73.0,494,17,2.67,1,14,250,20,-0.3,0.0,100.0,0,0.13,0,-0.1,,0,100.0,0.00,0.0,6.1,False,0.0,-0.3,18,3.4,1,-0.3,1.9,482,0,159.6,212098,17648,54,670
514,Jarrod Bowen,75,MID,West Ham,3,877,12,22478,Bowen,3,184,a,83.8,1,4.0,,27,16.85,0,47,601859,0,10,-1,2.38,12,62,0.44,1.85,4.30,2,11,10,1.73,,316.0,1,27,2.0,19,0,25,1.03,241.0,22,8,0.0,1,18,8,0,3.7,0.2,,0,0.1,0,0.5,,0,,1.92,0.24,6.9,False,266.0,3.7,7,6.3,0,3.7,4.7,18,2,256.6,574108,21845,9,67
516,Vladimír Coufal,43,DEF,West Ham,0,198,60,115,Coufal,0,18,a,3.5,0,,,192,4.19,2,9,54947,0,2,0,0.10,130,246,0.06,1.36,0.12,0,128,296,1.9,,17.5,0,180,,89,-2,349,0.91,57.0,377,124,0.0,1,3,366,0,0.0,0.01,,0,0.45,0,0.0,,0,,0.02,0.05,0.5,False,1.0,0.0,123,2.1,0,0.0,2.2,546,0,19.2,21811,1106,92,454
517,Aaron Cresswell,40,DEF,West Ham,0,26,136,662,Cresswell,0,9,a,1.8,0,,,417,0.94,0,3,147445,0,0,0,0.01,158,157,0.13,0.0,0.04,0,127,323,3.25,2024-08-30T04:00:05.718151Z,11.8,0,123,,58,0,408,0.0,241.0,376,142,0.0,0,0,403,0,0.0,0.1,100.0,1,0.0,0,0.0,2.0,0,100.0,0.03,0.03,1.6,False,1.0,0.0,134,0.8,0,0.0,0.8,583,0,4.8,75212,2789,104,364
519,George Earthy,45,MID,West Ham,0,0,251,0,Earthy,0,0,u,0.0,0,,Loaned to Bristol City,588,0.00,0,0,6949,0,0,0,0.00,253,551,0.0,0.0,0.00,0,238,581,0.0,2024-08-16T11:57:26.531525Z,0.0,0,210,,224,0,581,0.0,,560,244,0.0,0,0,584,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,247,0.0,0,0.0,0.0,422,0,0.0,0,58,250,531
520,Emerson Palmieri dos Santos,44,DEF,West Ham,0,761,98,621,Emerson,0,51,a,31.7,0,,,305,14.45,1,13,47749,0,10,0,1.25,93,248,0.26,2.13,2.18,0,35,80,1.71,2024-09-14T18:00:06.450752Z,136.0,0,89,3.0,90,-1,160,1.18,106.0,167,65,0.0,1,18,136,0,0.7,0.11,100.0,3,0.12,0,0.2,,0,100.0,0.93,0.15,0.5,False,57.0,0.7,36,3.0,0,0.7,1.3,487,1,126.0,28482,795,19,273
521,Łukasz Fabiański,40,GKP,West Ham,0,225,24,19982,Fabianski,0,17,a,6.9,0,,,217,5.58,0,6,481449,0,2,0,0.00,43,19,0.0,2.0,0.00,0,5,430,2.23,,0.0,0,19,,2,0,250,0.8,172.0,390,25,3.6,0,5,328,9,1.7,0.0,,0,0.0,0,0.4,,0,,0.00,0.0,17.6,False,0.0,1.7,25,1.5,0,1.7,2.0,581,2,69.6,1022275,7980,13,171
522,Wes Foderingham,44,GKP,West Ham,0,0,68,41,Foderingham,0,0,a,0.0,0,,,538,0.00,1,0,9465,0,0,0,0.00,21,411,0.0,0.0,0.00,0,46,520,0.0,,0.0,0,64,,58,-1,531,0.0,241.0,493,68,0.0,0,0,534,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.1,False,0.0,0.0,68,0.0,0,0.0,0.0,480,0,0.0,3607,186,53,469
523,Danny Ings,50,FWD,West Ham,1,47,10,2739,Ings,2,60,a,10.9,0,,,30,0.84,0,18,233058,0,0,0,0.00,45,137,1.32,1.91,0.69,4,35,331,1.61,,10.8,0,21,,25,0,280,0.0,241.0,202,28,0.0,0,1,292,0,2.7,1.32,,0,0.0,0,0.5,,0,,0.69,0.0,2.1,False,42.0,2.7,32,3.6,0,2.7,4.5,191,0,55.6,317370,11024,36,114
524,Max Kilman,45,DEF,West Ham,0,900,70,1601,Kilman,1,89,a,32.7,0,,,207,17.34,0,21,213368,0,10,0,0.13,65,136,0.07,1.9,0.78,3,66,165,1.73,,70.1,1,69,,50,0,39,1.0,241.0,239,12,0.0,1,19,124,0,1.0,0.06,,3,0.1,0,0.2,,0,,0.65,0.01,2.1,False,26.0,1.0,31,4.7,0,1.0,2.1,376,1,230.8,305680,5956,39,233
525,Mohammed Kudus,62,MID,West Ham,2,662,54,161,Kudus,0,101,s,52.8,0,,Suspended until 25 Nov,134,12.75,3,23,789572,1,8,0,0.86,47,115,0.5,2.04,3.69,0,8,118,1.73,2024-10-19T16:00:07.402004Z,105.3,0,109,,37,-3,139,1.09,81.0,17,49,0.0,1,15,46,0,1.3,0.38,0.0,0,0.14,0,0.2,,0,0.0,2.83,0.12,2.7,False,282.0,0.0,31,3.7,0,0.0,2.9,71,0,140.8,196903,10103,86,222
526,Luis Guilherme Lira dos Santos,47,MID,West Ham,0,4,186,36,L.Guilherme,0,4,a,0.0,-1,,,382,0.13,3,1,3298,0,0,1,0.00,226,570,0.0,0.0,0.00,0,275,422,2.92,,0.1,0,250,,236,-3,623,0.0,30.0,607,279,0.0,0,0,624,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,0.0,280,0.2,0,0.0,1.0,346,0,0.0,1397,40,222,581
527,Lucas Tolentino Coelho de Lima,59,MID,West Ham,2,721,67,2171,L.Paquetá,0,99,a,39.8,0,1.0,,161,14.39,1,26,236944,0,9,0,0.70,54,169,0.36,2.0,2.84,1,58,61,1.8,,155.7,0,148,,51,-1,146,1.12,30.0,89,52,0.0,1,16,84,0,0.7,0.27,,4,0.12,0,0.1,1.0,0,,2.14,0.09,1.5,False,109.0,0.7,52,4.4,0,0.7,2.6,86,1,137.0,177908,5292,50,304
528,Konstantinos Mavropanos,45,DEF,West Ham,0,650,82,245,Mavropanos,0,74,a,22.1,0,,,249,13.97,0,16,14717,0,7,0,0.29,72,389,0.07,1.66,0.53,2,59,334,1.93,,10.5,0,93,,140,0,88,0.97,83.0,219,31,0.0,1,12,206,0,0.7,0.03,,1,0.14,0,0.2,,0,,0.24,0.04,0.2,False,36.0,0.7,61,3.6,0,0.7,1.8,384,1,173.4,14001,292,108,278
529,Nayef Aguerd,44,DEF,West Ham,0,0,203,0,N.Aguerd,0,0,u,0.0,0,,On loan to Real Sociedad for the season,541,0.00,1,0,12515,0,0,0,0.00,101,512,0.0,0.0,0.00,0,198,528,0.0,2024-09-01T09:10:50.538029Z,0.0,0,194,,185,-1,534,0.0,,501,205,0.0,0,0,537,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,205,0.0,0,0.0,0.0,499,0,0.0,1368,45,204,478
530,Tomáš Souček,50,MID,West Ham,2,562,39,1036,Souček,1,100,a,42.2,0,,,99,9.31,0,29,302065,0,6,0,0.55,133,124,0.43,1.92,2.68,4,34,110,1.49,,112.4,0,139,,40,0,130,0.96,57.0,53,43,0.0,1,12,77,0,0.7,0.34,,3,0.16,0,0.1,,0,,2.13,0.09,2.4,False,164.0,0.7,48,5.8,0,0.7,3.2,211,0,148.0,302935,13302,81,294
532,Kurt Zouma,44,DEF,West Ham,0,0,201,0,Zouma,0,0,u,0.0,0,,On loan to Al-Orobah for the rest of the season,539,0.00,1,0,46961,0,0,0,0.00,91,385,0.0,0.0,0.00,0,196,522,0.0,2024-09-02T10:44:47.323774Z,0.0,0,190,,139,-1,532,0.0,,496,203,0.0,0,0,535,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.2,False,0.0,0.0,203,0.0,0,0.0,0.0,484,0,0.0,5376,266,202,471
576,Andy Irving,48,MID,West Ham,0,30,215,27,Irving,0,10,a,2.3,0,,,430,1.19,2,2,1925,0,0,0,0.00,207,580,0.12,0.0,0.04,0,180,377,3.57,,2.9,0,158,,245,-2,374,0.0,243.0,327,177,0.0,0,0,389,0,0.3,0.12,,1,0.0,0,0.1,,0,,0.04,0.0,0.0,False,7.0,0.3,192,0.4,0,0.3,0.7,311,1,12.6,878,28,203,329
587,Crysencio Summerville,57,MID,West Ham,1,259,123,1595,Summerville,0,60,a,22.7,0,,,267,5.09,3,15,88528,0,2,0,0.43,61,259,0.37,2.08,1.07,2,91,148,1.77,,82.2,0,41,,83,-3,241,0.69,152.0,144,105,0.0,0,6,201,0,3.0,0.22,,1,0.0,0,0.5,,0,,0.64,0.15,0.5,False,71.0,3.0,103,2.6,0,3.0,1.7,98,1,74.4,34208,1807,99,98
588,Guido Rodríguez,49,MID,West Ham,0,733,127,71,G.Rodríguez,0,103,a,15.0,0,,,278,14.26,1,16,7025,0,10,0,0.10,173,466,0.02,1.96,0.16,0,174,263,1.75,,30.8,0,98,,172,-1,184,1.23,10.0,316,71,0.0,1,16,258,0,1.3,0.01,,3,0.12,0,0.3,,0,,0.06,0.01,0.1,False,9.0,1.3,124,3.3,0,1.3,1.6,265,0,109.6,5145,204,157,207
589,Niclas Füllkrug,67,FWD,West Ham,0,63,42,27,Füllkrug,0,3,i,3.5,0,,Achilles injury - Unknown return date,413,1.59,3,3,379966,0,0,0,0.09,16,212,0.49,2.86,0.34,0,38,381,2.27,2024-09-11T12:30:07.323344Z,2.5,0,71,,37,-3,430,0.0,80.0,235,43,0.0,0,2,368,0,0.0,0.36,0.0,0,0.0,0,0.0,,0,0.0,0.25,0.13,0.9,False,29.0,0.0,40,0.4,0,0.0,1.0,35,0,2.6,49337,1096,41,662
591,Jean-Clair Todibo,43,DEF,West Ham,0,412,107,304,Todibo,0,40,a,12.3,-1,,,335,5.84,2,8,29670,0,4,1,0.02,142,313,0.02,2.18,0.12,0,92,315,1.28,,13.3,0,87,,115,-2,202,0.87,73.0,290,79,0.0,0,10,282,0,0.7,0.02,,0,0.0,0,0.2,,0,,0.10,0.0,0.3,False,14.0,0.7,93,1.9,0,0.7,1.1,560,1,95.6,10114,483,101,271
643,Kaelan Casey,40,DEF,West Ham,0,0,179,162,Casey,0,0,a,0.0,0,,,508,0.00,0,0,11852,0,0,0,0.00,202,364,0.0,0.0,0.00,0,167,487,0.0,,0.0,0,157,,128,0,501,0.0,241.0,452,181,0.0,0,0,504,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.0,181,0.0,0,0.0,0.0,654,0,0.0,24155,466,180,425
654,Carlos Soler,50,MID,West Ham,0,240,218,64,C.Soler,0,13,a,9.7,0,,,435,4.54,0,4,1616,0,1,0,0.10,134,600,0.11,0.75,0.29,0,126,222,1.7,,46.1,0,140,,258,0,348,0.38,200.0,225,163,0.0,0,2,306,0,0.7,0.07,,3,0.0,0,0.1,,0,,0.19,0.04,0.0,False,33.0,0.7,154,0.8,0,0.7,0.6,212,1,19.8,2320,71,139,295
204,Sam Johnstone,44,GKP,Wolves,0,450,25,393,Johnstone,0,31,a,16.6,0,,,219,10.77,1,10,44055,0,5,0,0.00,23,268,0.0,2.6,0.00,0,48,341,2.15,2024-10-20T21:30:06.848774Z,10.0,0,65,,40,-1,118,1.0,241.0,495,18,3.8,0,13,245,19,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.4,False,0.0,0.0,17,2.3,0,0.5,2.0,483,0,155.8,37600,826,3,470
533,Rayan Aït-Nouri,47,DEF,Wolves,3,834,34,73779,Aït-Nouri,2,59,a,52.9,1,,,118,17.63,-2,30,194196,0,10,-1,0.52,45,38,0.18,2.81,1.64,2,6,64,1.9,2024-09-08T23:00:07.055579Z,148.5,1,34,,13,2,32,1.08,3.0,69,9,0.0,0,26,45,0,2.7,0.12,100.0,4,0.0,0,0.6,,0,100.0,1.12,0.06,10.9,False,135.0,2.7,5,6.4,0,3.2,3.0,340,1,245.0,1098946,8861,11,110
534,Boubacar Traoré,48,MID,Wolves,0,0,283,6,B.Traore,0,0,i,0.0,0,,Knee injury - Unknown return date,630,0.00,2,0,5925,0,0,0,0.00,214,571,0.0,0.0,0.00,0,277,624,0.0,2024-08-30T04:00:05.724805Z,0.0,0,256,,237,-2,627,0.0,132.0,612,281,0.0,0,0,628,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,282,0.0,0,0.0,0.0,323,0,0.0,1277,22,283,591
535,Jean-Ricner Bellegarde,50,MID,Wolves,1,430,75,196,Bellegarde,1,68,a,21.4,0,,,176,8.38,0,22,8646,0,6,0,0.45,138,470,0.14,2.3,0.70,0,109,140,1.75,,85.1,0,142,,174,0,229,1.26,73.0,190,97,0.0,2,11,215,0,0.7,0.05,,1,0.42,0,0.1,1.0,0,,0.25,0.09,0.1,False,49.0,0.7,109,4.4,0,1.2,2.4,216,1,82.6,10265,302,98,297
536,Daniel Bentley,40,GKP,Wolves,0,0,34,525,Bentley,0,0,a,0.0,0,,,455,0.00,0,0,88487,0,0,0,0.00,45,152,0.0,0.0,0.00,0,7,432,0.0,,0.0,0,26,,22,0,448,0.0,241.0,392,34,0.0,0,0,451,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,1.7,False,0.0,0.0,34,0.0,0,0.5,0.0,584,0,0.0,47837,1403,15,365
537,Francisco Jorge Tomás Oliveira,45,MID,Wolves,0,6,173,0,Chiquinho,0,4,u,1.9,0,,Season long loan to RCD Mallorca,366,0.00,0,1,24383,0,0,0,0.05,267,441,0.75,0.0,0.05,0,198,312,0.0,2024-09-01T09:12:21.111329Z,14.3,0,220,,160,0,425,0.0,,367,209,0.0,0,0,402,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.75,0.1,False,2.0,0.0,199,0.2,0,0.0,1.0,436,0,3.0,11572,198,179,541
538,Tawanda Chirewa,45,MID,Wolves,0,0,258,0,Chirewa,0,0,u,0.0,0,,Loaened to Derby County,595,0.00,0,0,7757,0,0,0,0.00,260,549,0.0,0.0,0.00,0,245,588,0.0,2024-08-27T08:37:28.318365Z,0.0,0,217,,222,0,588,0.0,,567,251,0.0,0,0,591,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,254,0.0,0,0.0,0.0,429,0,0.0,1909,59,257,538
539,Leon Chiwome,45,FWD,Wolves,0,0,56,9512,Chiwome,0,0,a,0.0,0,,,621,0.00,0,0,166541,0,0,0,0.00,74,114,0.0,0.0,0.00,0,54,615,0.0,2024-09-10T11:40:34.472554Z,0.0,0,49,,19,0,616,0.0,,595,54,0.0,0,0,618,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,2.7,False,0.0,0.0,54,0.0,0,0.5,0.0,468,0,0.0,413437,12779,54,569
540,Luke Cundle,45,MID,Wolves,0,0,237,231,Cundle,0,0,a,0.0,0,,,569,0.00,0,0,24240,0,0,0,0.00,236,339,0.0,0.0,0.00,0,224,561,0.0,,0.0,0,194,,119,0,562,0.0,241.0,538,230,0.0,0,0,565,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.0,233,0.0,0,0.5,0.0,390,0,0.0,29540,623,236,510
